,Curso_PRE,Nivel_PRE,Codigo,Edad,Genero_PRE,Decision,Otros_campus,Ingenieria_antes,Valoracion_ingenierias_PRE,Dedicacion_PRE,Trabajo_padre,Trabajo_madre,Posicion_clase,Tipo_estudiante,Gustar_PRE,Estudiar_PRE,Entender_PRE,No_entender_PRE,Profesional_PRE,Actividades_PRE,Carrera_PRE,Facilidad_PRE,Disfrutar_PRE,No_trabajo_PRE,Mundo_mejor_PRE,Interes_asignaturas_PRE,Salida_profesional_PRE,Actividades_instituto_PRE,Dificultad_asignaturas_PRE,Trabajo_PRE,Respeto_cientificos_PRE,Efecto_vidas_PRE,No_gustar_PRE,Examenes_PRE,Decisiones_personales_PRE,Curso_POST,Nivel_POST,Genero_POST,Adaptacion,Puntuacion_profesor,Puntuacion_apoyo,Laboratorios_escuela,Laboratorios_comunicaciones,Sensibilizacion_ONG,Material,Ingenieria_despues,Dedicacion_POST,Valoracion_ingenierias_POST,Nivel_matematicas,Recomendacion,Repetir,Puntuacion_curso,Mejor_curso,Peor_curso,Mejorar,Gustar_POST,Estudiar_POST,Entender_POST,No_entender_POST,Profesional_POST,Actividades_POST,Carrera_POST,Facilidad_POST,Disfrutar_POST,No_trabajo_POST,Mundo_mejor_POST,Interes_asignaturas_POST,Salida_profesional_POST,Actividades_instituto_POST,Dificultad_asignaturas_POST,Trabajo_POST,Respeto_cientificos_POST,Efecto_vidas_POST,No_gustar_POST,Examenes_POST,Decisiones_personales_POST
219,INGENIERIA ELECTRONICA,SENIOR,404000,14,Chico,Yo,"2016, 2017, 2018, 2019",Sí,Muy buena,,profesor de universidad,es ingeniera electrica,Entre los primeros de la clase,Buen estudiante,5,4,5,2,4,4,5,5,5,2,5,5,5,5,2,4,4,5,1,2,4,INGENIERIA ELECTRONICA,SENIOR,Chico,Bien,9,9,Muy buena,Buena,Muy buena,Muy bien,Sí,no se,Muy buena,Muy bien,Sí,Sí,9,el ultimo dia,el primer dia,nada,5,5,5,2,2,4,4,4,4,2,4,4,4,4,2,4,4,4,2,2,4
220,INGENIERIA ELECTRONICA,SENIOR,703676,15,Chico,Yo,No,No sé,Buena,,Actuario,Medicina,Entre los primeros de la clase,Buen estudiante,5,3,5,1,1,5,4,5,5,2,5,5,4,5,1,4,4,4,1,1,4,INGENIERIA ELECTRONICA,SENIOR,Chico,Muy bien,10,9,Buena,No asistí,Muy buena,Muy bien,No sé,Informática,Buena,Muy bien,Sí,Sí,9,Explotar condensadores y soldar componentes,Que empiece tan temprano,Mover el horario 1 hora,5,4,5,1,1,5,4,5,5,2,5,5,4,5,1,4,4,5,1,1,4
221,INGENIERIA ELECTRONICA,SENIOR,711327,14,Chico,Yo,2020 (online),Sí,Muy buena,,Ingeniero industrial Empresa Camaras,Ingeniera industrial Banco,Entre los primeros de la clase,Muy buen estudiante,5,5,5,1,1,5,5,5,5,1,5,5,5,5,1,5,3,5,1,1,5,INGENIERIA ELECTRONICA,SENIOR,Chico,Muy bien,10,10,Muy buena,No asistí,,Muy bien,Sí,Física,Muy buena,Muy bien,Sí,Sí,10,Resolver problemas de electrónica,Nada,Nada,5,5,5,1,1,5,5,5,5,1,5,5,5,5,1,5,3,5,1,1,5
222,INGENIERIA ELECTRONICA,SENIOR,1610654,13,Chico,"Yo, Mis padres",No,Sí,Buena,,No sé,profesora,"Por el medio, pero más cerca de los primeros",Dentro de la media,3,2,4,2,4,2,4,3,3,2,5,3,4,2,4,2,4,4,2,3,4,INGENIERIA ELECTRONICA,SENIOR,Chico,Bien,9,7,Muy buena,No asistí,Regular,Muy bien,Sí,Ingeniería pero no sé de qué,Buena,Muy bien,Sí,Sí,7,Los kahoots  y la amabilidad de la gente,la hora a  la que hay que llegar,Cuando llegas que nada mas llegues vayas al aula a no ser que seas junior y también el horario de comienzo me parece que siendo verano no puede ser que comience a las 8:15 de la mañana ya que hay que descansar y hay veces que por las noches no duerme debido al calor y luego te tienes que despertar  las 8:15 yo lo retrasaría una hora más y si no hay demasiado tiempo que se alargue algún día más,3,4,5,2,2,2,4,2,3,2,5,3,4,2,4,3,4,5,3,4,4
223,INGENIERIA ELECTRONICA,SENIOR,1909923,15,Chico,Mis padres,No,No sé,Buena,,arquitecto,arquitecta,Entre los últimos de la clase,Muy mal estudiante,3,4,4,1,2,4,4,3,3,3,5,4,4,3,3,3,4,5,2,3,4,INGENIERIA ELECTRONICA,SENIOR,Chico,Regular,10,10,Muy buena,No asistí,Regular,Muy bien,No sé,no lo tengo claro,Buena,Regular,No,No,10,el ultimo día,el primer día,"el horario, no da un comino de tiempo para dormir y descansar",3,4,5,1,2,3,4,4,3,3,5,4,4,3,3,3,3,5,2,3,5
224,INGENIERIA ELECTRONICA,SENIOR,2309302,16,Chica,Yo,No,Sí,Muy buena,,Jubilado,Directora General,"Por el medio, pero más cerca de los últimos",Buen estudiante,4,5,5,2,1,4,4,4,5,3,5,5,5,5,4,4,4,5,1,4,5,INGENIERIA MECANICA,SENIOR,Chica,Bien,10,10,Muy buena,No asistí,Buena,Muy bien,Sí,INGENIERA,Muy buena,Muy bien,Sí,Sí,10,todo lo que he aprendido y han hecho que las clases sean interesantes.,No poder haber hecho mas cosas practicas.,creo que deberían darnos mejores materiales,5,5,5,1,1,5,5,4,5,1,5,5,5,5,2,5,5,5,1,2,5
225,INGENIERIA MECANICA,JUNIOR,1308000,12,Chico,"Yo, Mis padres",2019,Sí,Muy buena,,Abogado de Enagas,Abogada,Entre los primeros de la clase,Buen estudiante,5,5,5,1,1,4,5,5,5,2,5,4,5,5,3,4,4,4,1,3,4,INGENIERIA MECANICA,JUNIOR,Chico,Muy bien,10,10,Muy buena,No asistí,Muy buena,Muy bien,Sí,ingeniero industrial,Muy buena,Muy bien,Sí,Sí,10,todo,nada,me ha parecido divertidísimo y a la vez interesante. No cambiaría nada,5,5,5,1,5,5,5,5,5,1,5,5,5,5,3,5,3,5,1,1,5
226,INGENIERIA MECANICA,JUNIOR,1712000,10,Chico,Yo,No,Sí,Muy buena,,auditor,nada,Entre los primeros de la clase,Muy buen estudiante,5,3,5,1,1,5,4,2,5,1,5,4,3,5,2,1,5,3,1,3,5,INGENIERIA MECANICA,JUNIOR,Chico,Bien,10,10,Muy buena,No asistí,Muy buena,Muy bien,Sí,hombre de negocios,Muy buena,Muy bien,Sí,Sí,8,aerodinámica del f1,olor del laboratorio,está perfecto,5,3,5,1,4,5,3,2,5,3,5,5,3,5,3,3,5,5,1,1,5
227,INGENIERIA MECANICA,JUNIOR,1904000,10,Chico,Yo,No,Sí,Muy buena,,EN AMADEUS,PARA EL ESTADO,Entre los primeros de la clase,Muy buen estudiante,5,5,5,1,1,1,5,5,5,1,4,5,5,5,1,5,5,4,1,1,4,ENERGIAS RENOVABLES,SENIOR,Chico,Muy bien,10,10,Muy buena,No asistí,Muy buena,Muy bien,Sí,multiminllonario ganador profesional de la loteria,Muy buena,Muy bien,Sí,Sí,10,todo,las mascarillas,muchas mas chuches,5,5,5,1,1,4,5,5,5,1,4,5,5,5,1,5,5,5,1,1,5
228,INGENIERIA MECANICA,JUNIOR,2403000,12,Chico,Mis padres,No,No sé,Buena,,no me acuerdo,abogada,"Por el medio, pero más cerca de los primeros",Buen estudiante,4,3,5,1,3,2,3,3,3,3,5,4,3,3,2,3,3,3,2,4,3,INGENIERIA MECANICA,JUNIOR,Chico,Regular,1,10,Mala,No asistí,Buena,Muy bien,No sé,Ni idea,Buena,Muy bien,No,No,5,hacer el ventilador solar,las explicaciones sobre las cosas (eran muy aburridas),mas experimentos,2,3,5,2,4,1,4,3,2,3,4,3,3,3,3,3,3,3,3,3,3
229,INGENIERIA MECANICA,JUNIOR,2801000,12,Chico,Yo,No,No sé,Muy buena,,ingenieria,ingeneria profesora,Entre los primeros de la clase,Muy buen estudiante,5,5,5,1,1,5,5,5,5,1,5,5,5,5,1,5,5,5,1,1,5,ROBOTICA,JUNIOR,Chico,Muy bien,10,10,No asistí,No asistí,Muy buena,Muy bien,No sé,no se,Muy buena,Muy bien,Sí,Sí,10,todo,nada,nada,5,5,5,1,1,5,5,5,5,1,5,5,5,5,1,5,5,5,1,1,5
230,INGENIERIA MECANICA,JUNIOR,3001000,12,Chico,Yo,2019,No sé,Buena,,ingeniería eléctrica,no me acuerdo,Entre los primeros de la clase,Muy buen estudiante,5,5,5,5,1,5,5,5,5,1,5,5,5,5,1,5,4,5,1,1,5,DISEÑO 3D,JUNIOR,Chico,Muy bien,10,10,No asistí,No asistí,Muy buena,Muy bien,Sí,Diseñador 3D,Muy buena,Muy bien,Sí,Sí,10,diseño de thingiverse,Nada,Nada,5,5,5,1,1,5,5,5,5,1,5,5,5,5,1,5,5,5,1,1,5
231,INGENIERIA MECANICA,JUNIOR,200111000,10,Chico,Yo,No,Sí,Buena,,auditor,comeciante,"Por el medio, pero más cerca de los primeros",Buen estudiante,4,3,4,2,2,4,3,3,5,5,5,4,5,5,2,5,3,5,1,2,5,INGENIERIA MECANICA,JUNIOR,Chico,Bien,8,10,Muy buena,No asistí,Buena,Muy bien,Sí,cientifico,Buena,Muy bien,Sí,Sí,9,ir a los laboratorios,nada,mas experimentos,5,3,5,1,2,5,4,4,5,2,5,5,5,5,2,5,5,3,1,4,5
232,INGENIERIA MECANICA,SENIOR,311077,15,Chico,Yo,"2018, 2019",Sí,Muy buena,,Banca Privada de CaixaBank,Venta de Césped,"Por el medio, pero más cerca de los primeros",Buen estudiante,5,5,5,2,1,4,5,3,4,2,5,5,5,5,5,4,4,4,1,5,4,INTELIGENCIA ARTIFICIAL,SENIOR,Chico,Muy bien,9,9,Muy buena,Buena,Buena,Muy bien,Sí,Ingeniero Industrial,Muy buena,Bien,Sí,Sí,8,Las amistades,Madrugar,,5,5,5,2,1,4,5,3,4,4,5,5,5,5,4,5,4,5,1,5,4
233,INGENIERIA MECANICA,SENIOR,604762,14,Chico,"Yo, Mis padres",No,Sí,Muy buena,,Mi padre es médico radiofísico.,Mi madre no trabaja actualmente.,Entre los primeros de la clase,Muy buen estudiante,5,5,5,2,1,5,5,5,5,2,4,5,5,5,3,5,5,3,1,3,3,INGENIERIA MECANICA,SENIOR,Chico,Muy bien,10,10,Muy buena,Muy buena,Muy buena,Muy bien,Sí,No lo tengo decidido.,Muy buena,Muy bien,Sí,Sí,10,Los experimentos que hicimos y probamos.,El descanso se hacía un poco aburrido.,No creo que haya que cambiar nada.,5,5,5,1,1,5,5,5,5,3,5,5,5,5,3,4,5,3,1,3,5
234,INGENIERIA MECANICA,SENIOR,609703,16,Chico,Yo,No,Sí,Muy buena,,Ingeniería industrial,Arquitecto,"Por el medio, pero más cerca de los primeros",Buen estudiante,4,5,4,2,1,4,5,3,4,2,5,4,4,4,4,3,4,4,1,4,4,INGENIERIA MECANICA,SENIOR,Chico,Muy bien,10,10,Muy buena,Muy buena,Muy buena,Muy bien,Sí,Ingeniería industrial,Muy buena,Bien,Sí,Sí,10,"La información dada, las instalaciones, los profesores, y la universidad en general.",Nada en particular,,5,5,5,2,1,5,5,4,5,2,5,5,5,5,4,4,5,5,1,5,5
235,INGENIERIA MECANICA,SENIOR,708269,12,Chico,Yo,"2018, 2019",Sí,Muy buena,,Ministerio de Movilidad Transportes y Agenda urbana.,CCOO.,Entre los primeros de la clase,Buen estudiante,5,5,4,1,1,4,5,5,5,1,5,5,5,5,2,4,5,5,1,2,5,INGENIERIA MECANICA,SENIOR,Chico,Muy bien,9,10,Muy buena,No asistí,Muy buena,Muy bien,Sí,Algo relacionado con vehículos eléctricos y movilidad urbana.,Muy buena,Bien,Sí,Sí,10,Los materiales y energía que se utilizan.,No haber podido visitar todos los laboratorios.,Nada.,5,5,5,1,1,5,5,5,5,1,5,5,5,5,1,5,5,5,1,4,5
236,INGENIERIA MECANICA,SENIOR,801040,17,Chico,Yo,2019,Sí,Muy mala,,Emprendedor,Con mi padre,"Por el medio, pero más cerca de los primeros",Buen estudiante,5,4,5,1,2,4,5,3,4,2,5,4,5,4,2,4,5,4,1,4,5,INGENIERIA MECANICA,SENIOR,Chico,Bien,10,10,Muy buena,No asistí,Muy buena,Muy bien,Sí,Ingeniero en Acciona/Navantia,Muy buena,Bien,Sí,Sí,9,Los monitores y las clases de los F1,Nada es especial.,No veo nada en especial. Lo único que diría es que es muy pronto por la mañana.,5,5,5,2,1,4,5,2,5,4,5,5,5,5,4,4,5,4,1,4,5
237,INGENIERIA MECANICA,SENIOR,805065,15,Chico,Yo,No,Sí,Muy buena,,Arquitecto,Política,"Por el medio, pero más cerca de los primeros",Buen estudiante,5,5,5,1,1,4,5,5,4,1,5,5,5,5,2,5,3,5,1,5,4,INGENIERIA MECANICA,SENIOR,Chico,Muy bien,9,10,Muy buena,No asistí,Buena,Muy bien,Sí,Ingeniería,Muy buena,Muy bien,Sí,Sí,9,Los talleres y aprender de Fórmula 1,Considero que podíamos haber hecho más cosas prácticas.,Nada,5,5,5,1,1,4,5,4,4,1,5,5,5,5,2,4,3,5,1,2,3
238,INGENIERIA MECANICA,SENIOR,1107991,16,Chico,Yo,No,Sí,Muy buena,,Empresario,Departamento de Comunicación de su empresa,"Por el medio, pero más cerca de los primeros",Buen estudiante,4,4,4,2,2,4,4,3,4,3,4,4,4,4,4,3,4,4,2,4,3,INGENIERIA MECANICA,SENIOR,Chico,Muy bien,10,10,Muy buena,Buena,Buena,Muy bien,Sí,Ingeniero Industrial,Muy buena,Bien,Sí,Sí,10,"Los monitores, tanto el profesor como el apoyo",nada en especial,Hacer más actividades prácticas,4,4,4,2,2,3,4,3,4,4,4,4,4,4,4,4,4,4,2,4,4
239,INGENIERIA MECANICA,SENIOR,1305293,15,Chico,"Yo, Mis padres",2019,Sí,Buena,,Ingienería,En energías no renovables,"Por el medio, pero más cerca de los primeros",Dentro de la media,4,4,4,2,2,3,4,3,4,2,4,4,4,4,2,4,3,4,2,2,4,INGENIERIA MECANICA,SENIOR,Chico,Bien,8,8,Buena,Buena,Buena,Bien,Sí,A ser físico,Buena,Bien,Sí,Sí,8,Sobre la aerodinámica que tienen los fórmulas 1 y también sobre los aviones,Aprender os bastantes veces sobre las presiones,,4,4,4,2,2,4,4,4,4,2,4,4,4,4,2,4,3,4,2,3,4
240,INGENIERIA MECANICA,SENIOR,1404024,17,Chica,Yo,No,Sí,Muy buena,,Vicepresidente de su empresa,Es ingeniera quimica y directora de recursos humanos y gestion de crisis dentro de su empresa,Entre los primeros de la clase,Muy buen estudiante,5,5,4,2,1,3,5,4,4,1,5,5,5,5,2,4,5,4,1,4,3,INGENIERIA MECANICA,SENIOR,Chica,Bien,10,10,Muy buena,No asistí,Muy buena,Muy bien,Sí,me gustaria estudiar ingenieria quimica,Muy buena,Muy bien,Sí,Sí,9,las visitas a los laboratorios me han parecido muy interesantes,nada en espeecial,iria mas a los laboratorios,5,5,4,2,1,4,4,3,4,2,5,4,4,3,3,5,5,5,1,4,4
241,INGENIERIA MECANICA,SENIOR,1506244,17,Chica,Yo,No,Sí,Muy buena,,derecho medioambiental,derecho y administración de empresas,Entre los primeros de la clase,Muy buen estudiante,5,5,5,1,1,5,5,4,5,1,5,4,5,5,4,5,3,3,1,4,3,INGENIERIA MECANICA,SENIOR,Chica,Muy bien,9,9,Muy buena,No asistí,Buena,Muy bien,Sí,Mates y física,Muy buena,Muy bien,Sí,No,9,El día de motores de combustión y el de fórmula 1,El primer dia,Su,5,5,5,1,1,5,5,4,5,5,5,5,5,5,3,5,5,3,1,2,4
242,INGENIERIA MECANICA,SENIOR,1509805,14,Chico,"Yo, Mis padres",No,Sí,Buena,,Ingeniero de Caminos,Ingeniera de Caminos,"Por el medio, pero más cerca de los primeros",Buen estudiante,5,5,4,2,2,4,5,4,5,2,5,5,4,5,4,4,3,5,1,4,4,INGENIERIA MECANICA,SENIOR,Chico,Muy bien,8,8,Buena,Buena,Buena,Muy bien,Sí,Algún trabajo relacionado con esto.,Muy buena,Muy bien,Sí,Sí,9,Aula de motores y explicación de F1,El descanso.,En el descanso darnos una pelota o que haya algo para hacer o reducirlo.,5,5,5,1,1,5,5,4,5,4,5,5,5,5,4,4,2,5,1,4,5
243,INGENIERIA MECANICA,SENIOR,1603225,17,Chico,Yo,"2016, 2017",Sí,Buena,,Economista,Economista,Entre los primeros de la clase,Buen estudiante,4,5,5,1,2,4,5,4,5,1,5,4,5,5,3,5,4,3,1,3,5,INGENIERIA MECANICA,SENIOR,Chico,Muy bien,10,10,Muy buena,Muy buena,Muy buena,Bien,Sí,Ingeniero de energías,Buena,Regular,Sí,No,8,Los profes y apoyos,Demasiada teoría,,5,5,4,1,1,4,5,4,5,1,5,4,5,5,2,5,5,5,1,3,5
244,INGENIERIA MECANICA,SENIOR,1904467,17,Chico,Yo,No,Sí,Muy buena,,Consultor patrimonial,Consultor patrimonial,"Por el medio, pero más cerca de los primeros",Buen estudiante,4,5,4,2,2,4,5,3,5,1,4,5,4,4,4,1,4,4,1,4,4,INGENIERIA MECANICA,SENIOR,Chico,Bien,10,10,Muy buena,Muy buena,Muy buena,Muy bien,Sí,Director de Bmw España,Muy buena,Bien,Sí,Sí,10,La simpatía de los profesores.,Que había que madrugar.,Ampliar un poco las charlas de motores.,5,5,5,2,1,4,5,4,5,3,5,5,4,4,4,4,5,5,1,3,4
245,INGENIERIA MECANICA,SENIOR,2004265,15,Chico,Yo,No,Sí,Buena,,Inmobiliaria,Impuestos,"Por el medio, pero más cerca de los últimos",Buen estudiante,4,4,4,2,2,3,4,3,4,4,5,5,5,5,3,2,4,4,2,3,4,INGENIERIA MECANICA,SENIOR,Chico,Bien,9,9,Buena,Muy buena,Muy buena,Bien,Sí,Ingeniero,Buena,Muy bien,Sí,Sí,8,Aprender el funcionamiento interno de la mecánica de los coches,Visión espacial,Hacer más entretenido la teoría,4,4,4,2,2,3,4,3,4,3,4,4,4,4,3,3,3,4,2,3,3
246,INGENIERIA MECANICA,SENIOR,2007890,14,Chico,Mis padres,No,Sí,Buena,,Ingeniero,Profesora,"Por el medio, pero más cerca de los primeros",Buen estudiante,4,5,4,2,1,1,5,3,4,1,5,5,5,5,4,1,3,3,1,5,4,INGENIERIA MECANICA,SENIOR,Chico,Muy bien,10,10,Buena,Buena,Regular,Bien,Sí,ingenieria,Muy buena,Muy bien,No,Sí,8,Todo.,Todo.,Nada.,4,5,5,2,1,1,5,3,5,5,5,4,4,3,3,1,3,3,1,3,3
247,INGENIERIA MECANICA,SENIOR,2101115,16,Chico,Yo,"2018, 2019",Sí,Muy buena,,Financiero,Administración,Entre los primeros de la clase,Buen estudiante,5,5,5,2,2,3,4,3,4,1,5,4,4,4,3,4,4,4,1,3,5,INGENIERIA MECANICA,SENIOR,Chico,Muy bien,10,10,Muy buena,Muy buena,Muy buena,Muy bien,Sí,"Relacionado con las ciencias, quizás en un laboratorio o en medicina",Muy buena,Muy bien,Sí,Sí,10,Aprender de la F1,No se me ocurre nada,Que tengamos acceso a la cafeteria,5,5,5,1,1,5,5,3,5,1,5,4,5,5,3,5,5,5,1,3,5
248,INGENIERIA MECANICA,SENIOR,2101540,16,Chico,Yo,"2016, 2017, 2018",Sí,Buena,,Contable en banco,Administradora en la universidad,"Por el medio, pero más cerca de los primeros",Buen estudiante,3,4,5,2,2,2,4,3,3,3,5,4,3,5,5,4,3,5,2,5,4,INGENIERIA MECANICA,SENIOR,Chico,Bien,10,10,Muy buena,Muy buena,Buena,Muy bien,Sí,ingeniero de automocion,Muy buena,Regular,Sí,Sí,10,que nos enseñen los motores y los coches en persona,nada,abrir la cafeteria,3,5,4,4,2,5,5,2,2,3,5,4,4,4,2,4,4,4,2,4,4
249,INGENIERIA MECANICA,SENIOR,2101894,16,Chico,Yo,2020 (online),Sí,Muy buena,,Ingeniero Mecánico,Medico,Entre los primeros de la clase,Buen estudiante,5,5,5,2,1,4,5,4,4,2,5,5,5,4,3,4,3,4,2,4,5,INGENIERIA MECANICA,SENIOR,Chico,Muy bien,10,10,Muy buena,No asistí,Buena,Bien,Sí,Ingeniero de F1,Muy buena,Muy bien,Sí,Sí,10,Motores,Diseño 3D,.,5,5,5,2,2,4,4,5,5,2,4,5,4,4,3,4,2,4,2,2,2
250,INGENIERIA MECANICA,SENIOR,2203352,17,Chico,Yo,No,Sí,Buena,,Finanzas,Moda,Entre los primeros de la clase,Buen estudiante,4,4,5,1,1,4,5,4,4,1,5,4,4,4,2,2,4,3,1,3,3,INGENIERIA MECANICA,SENIOR,Chico,Bien,9,9,Buena,Buena,Buena,Bien,Sí,Ingeniero mecanico,Muy buena,Bien,Sí,Sí,9,Aprender cosas interesantes que están al rededor mío (aprender sobre los motores),El diseño 3d,el diseño 3d,4,5,5,1,5,4,5,4,5,1,5,4,5,4,3,5,5,3,1,3,2
251,INGENIERIA MECANICA,SENIOR,2212121,16,Chico,Yo,No,No,Me da igual,,Optico,Optica,"Por el medio, pero más cerca de los primeros",Dentro de la media,4,3,4,3,3,3,3,4,3,3,3,3,3,4,3,3,3,3,3,3,3,EMPRENDE ICADE,SENIOR,Chico,Muy bien,10,10,No asistí,No asistí,Buena,Bien,No sé,No se,Me da igual,Muy bien,Sí,Sí,10,Los profesores,La hora de llegada,Nada,4,3,4,4,4,3,4,3,4,3,3,3,3,3,3,3,3,3,4,3,3
252,INGENIERIA MECANICA,SENIOR,2308128,13,Chico,Yo,No,Sí,Muy buena,,.,.,Entre los primeros de la clase,Buen estudiante,5,5,5,1,1,1,5,3,5,1,4,4,4,4,3,4,3,3,1,1,3,INGENIERIA MECANICA,SENIOR,Chico,Bien,10,10,Muy buena,Muy buena,Buena,Muy bien,Sí,Ingeniero Aeroespacial,Muy buena,Muy bien,Sí,Sí,10,Las actividades practicas,.,.,5,5,4,1,1,2,5,3,5,1,3,5,5,3,3,4,4,3,1,3,3
253,INGENIERIA MECANICA,SENIOR,2405155,16,Chico,Yo,No,Sí,Muy buena,,Asesor fiscal de empresa,Asesora fiscal de empresas,"Por el medio, pero más cerca de los últimos",Dentro de la media,5,5,5,1,1,4,5,5,4,2,5,5,5,5,2,2,4,4,1,2,4,INGENIERIA MECANICA,SENIOR,Chico,Muy bien,10,10,Muy buena,Muy buena,Buena,Muy bien,Sí,Policia (relacionado con la ingenieria),Muy buena,Bien,Sí,Sí,10,Cuando conducimos los coches eléctricos y la explicación de los motores diesel y gasolina,La parte de la aerodinámica de los f1 (pero también me gusto),,5,5,5,1,1,4,5,4,5,1,5,5,5,5,2,3,5,5,1,3,5
254,INGENIERIA MECANICA,SENIOR,2410178,17,Chico,"Yo, Mis padres","2018, 2020 (online)",Sí,Me da igual,,Ingeniero,Ingeniero,"Por el medio, pero más cerca de los primeros",Buen estudiante,4,4,4,2,2,1,4,4,3,1,4,4,4,4,4,4,4,4,1,1,4,INGENIERIA MECANICA,SENIOR,Chico,Bien,10,10,Muy buena,Muy buena,Muy buena,Muy bien,Sí,ingeniero mecánico,Muy buena,Muy bien,Sí,Sí,10,explicaciones,nada,,5,5,5,4,5,4,4,4,4,2,4,4,4,4,4,4,4,4,1,2,4
255,INGENIERIA MECANICA,SENIOR,2512371,13,Chico,Yo,"2017, 2018, 2019",Sí,Buena,,En vender luz,En vender tractores,"Por el medio, pero más cerca de los primeros",Buen estudiante,4,3,4,2,3,2,3,4,4,3,5,4,3,3,2,3,3,5,2,2,5,INGENIERIA MECANICA,SENIOR,Chico,Regular,8,9,Muy buena,No asistí,Muy buena,Muy bien,Sí,a cambiar el mundo,Buena,Bien,Sí,Sí,9,elos kahoot,el horario,el horario,3,4,5,3,3,2,3,4,2,3,5,3,3,2,3,3,3,5,2,3,4
256,INGENIERIA MECANICA,SENIOR,2612649,15,Chico,Yo,No,Sí,Buena,,Telecomunicaciones,Telecomunicaciones,Entre los primeros de la clase,Muy buen estudiante,5,4,4,2,2,3,5,5,4,2,4,4,4,4,1,3,3,4,2,2,3,INGENIERIA MECANICA,SENIOR,Chico,Bien,9,9,Muy buena,No asistí,Muy buena,Muy bien,Sí,Ingenieria,Buena,Muy bien,Sí,Sí,10,La teoría de aerodinámica de f1 y los motores de combustión y los experimentos,La teoría de motores eléctricos,Más practica,5,5,4,2,1,3,5,4,4,1,5,5,5,4,1,5,4,4,1,1,3
257,INGENIERIA MECANICA,SENIOR,2710351,16,Chico,Mis padres,No,Sí,Buena,,En iberola aunque no se exactamente que hace.,No trabaja.,Entre los últimos de la clase,Mal estudiante,3,4,5,2,1,2,5,4,4,2,4,4,4,3,4,4,4,4,2,5,4,INGENIERIA MECANICA,SENIOR,Chico,Bien,9,9,Muy buena,No asistí,Muy buena,Bien,Sí,No estoy del todo seguro,Muy buena,Bien,Sí,No,9,Los profesores,No se,Tampoco lo se,3,4,5,2,1,2,4,4,3,2,4,3,3,3,4,3,4,5,2,4,5
258,INGENIERIA MECANICA,SENIOR,3005065,15,Chico,Yo,No,Sí,Buena,,Trabaja en ferrovial aeropuertos,En medicina,"Por el medio, pero más cerca de los primeros",Muy buen estudiante,4,4,5,2,2,3,4,4,4,3,5,4,4,5,3,4,3,5,2,3,5,INGENIERIA MECANICA,SENIOR,Chico,Bien,8,8,Muy buena,No asistí,Buena,Bien,Sí,Temas relacionados con el transporte y energía limìa,Buena,Bien,Sí,Sí,7,"Laboratorios, motores, formula 1",toda la teoria o los kahoots (todos los dias),Realizar mas actividades(como montar un kart),4,4,4,2,4,2,4,4,4,2,5,4,4,4,3,4,3,4,2,3,5
259,INGENIERIA MECANICA,SENIOR,3103888,15,Chico,Yo,No,Sí,Buena,,Derecho,X,Entre los primeros de la clase,Muy buen estudiante,4,4,4,2,2,4,3,4,4,2,5,4,4,4,3,4,3,4,2,3,4,INGENIERIA MECANICA,SENIOR,Chico,Muy bien,8,10,Muy buena,No asistí,Buena,Bien,Sí,Me gustaría trabajar en algo relacionado con la ingeniería mecánica o aeroespacial,Buena,Muy bien,Sí,Sí,9,La explicación sobre el coche de formula student,Hacíamos demasiados kahoots,A lo mejor sería conveniente hacer algún kahoot menos,4,4,4,2,3,4,4,4,5,2,5,4,4,5,4,4,3,4,2,4,5
260,INTELIGENCIA ARTIFICIAL,SENIOR,109196,13,Chico,"Yo, Mis amigos",No,Sí,Muy buena,,Director de comunicaciones del ayuntamiento de Madrid,Profesora en la universidad Villanueva,Entre los primeros de la clase,Muy buen estudiante,5,5,4,1,1,4,5,5,5,1,5,5,5,5,2,5,4,4,1,2,4,INTELIGENCIA ARTIFICIAL,SENIOR,Chico,Bien,8,8,Muy buena,Muy buena,Muy buena,Muy bien,Sí,"Ingenieria de telecomunicaciones, fisica o informatica",Muy buena,Muy bien,Sí,Sí,10,paython,la teoria,"si, creo  que se podria enseñar mas paython, porque creo que se le da mas importancia a scratch y este ultimo es mas facil y simple",5,5,5,1,1,5,5,5,5,1,5,5,5,5,1,5,5,5,1,1,5
261,INTELIGENCIA ARTIFICIAL,SENIOR,302848,16,Chica,Yo,2017,Sí,Muy buena,,Es banquero,Contabilidad,Entre los primeros de la clase,Muy buen estudiante,5,5,5,2,4,4,4,4,5,1,5,5,4,5,1,4,5,4,1,3,3,INTELIGENCIA ARTIFICIAL,SENIOR,Chica,Bien,10,10,Muy buena,Muy buena,Muy buena,Muy bien,Sí,Ingeniera o dedicarme a el mundo de la economía,Muy buena,Muy bien,Sí,No,10,"La forma en las que las profesoras explicaban todo con tanta delicadeza y paciencia, y el temario que hemos dado. M eha abierto los ojos a posibles cosas que me interesarían hacer en un futuro",Me parecía que el recreo era muy extenso,,5,5,5,1,1,3,5,4,5,1,5,5,5,5,1,5,5,4,1,3,4
