Curso,Nivel,Codigo,Edad,Genero,Decision,Otros_campus,Ingenieria_antes,Valoracion_ingenierias,Dedicacion,Trabajo_padre,Trabajo_madre,Posicion_clase,Tipo_estudiante,Gustar,Estudiar,Entender,No_entender,Profesional,Actividades,Carrera,Facilidad,Disfrutar,No_trabajo,Mundo_mejor,Interes_asignaturas,Salida_profesional,Actividades_instituto,Dificultad_asignaturas,Trabajo,Respeto_cientificos,Efecto_vidas,No_gustar,Examenes,Decisiones_personales
SMART CITY,SENIOR,710906,15,Chico,Yo,No,Sí,Buena,,Finanzas,Telecomunicaciones,"Por el medio, pero más cerca de los primeros",Buen estudiante,4,4,4,2,1,4,4,4,5,1,4,4,5,4,3,5,3,4,1,4,3
SMART CITY,SENIOR,1206306,15,Chico,Yo,2018,Sí,Muy buena,,Gestor ecomonomico,Profesora de Matematicas,"Por el medio, pero más cerca de los primeros",Buen estudiante,5,5,5,1,1,5,5,5,5,1,5,5,5,5,2,5,4,5,1,2,2
SMART CITY,SENIOR,2211745,15,Chico,"Yo, Mis padres","2019, 2020 (online)",Sí,Muy buena,,Ingeniero de Telecomunicaciones.,Consultoría.,Entre los primeros de la clase,Muy buen estudiante,5,5,5,1,1,5,5,4,5,1,5,5,5,5,1,5,5,5,1,1,5
SMART CITY,SENIOR,2909080,14,Chico,Mis padres,No,No sé,Buena,,Veterinario,estudios de mercado,"Por el medio, pero más cerca de los primeros",Buen estudiante,4,4,4,2,2,3,4,4,4,2,4,4,4,3,2,3,4,4,2,2,3
SMART CITY,SENIOR,3103858,16,Chica,Yo,No,Sí,Muy buena,,Ingeniero,Abogado,Entre los primeros de la clase,Muy buen estudiante,5,5,4,1,1,3,5,5,5,1,5,5,5,4,3,5,5,4,1,4,5
SMART CITY,SENIOR,3103858,16,Chica,Yo,No,Sí,Muy buena,,Ingeniero,Abogado,Entre los primeros de la clase,Muy buen estudiante,5,5,4,1,1,3,5,5,5,1,5,5,5,4,3,5,5,4,1,4,5
VIDEOJUEGOS 2D,JUNIOR,103000,13,Chico,Yo,No,Sí,Muy buena,,Economista,Economista,"Por el medio, pero más cerca de los primeros",Dentro de la media,4,4,5,1,3,3,4,4,5,2,5,4,4,4,3,3,5,5,1,1,4
VIDEOJUEGOS 2D,JUNIOR,109000,10,Chico,Yo,No,No sé,Buena,,Custosmobile,En el Zara,"Por el medio, pero más cerca de los primeros",Muy buen estudiante,4,3,4,2,4,2,2,3,3,3,4,4,2,3,4,2,4,3,2,4,4
VIDEOJUEGOS 2D,JUNIOR,202000,13,Chico,"Yo, Mis padres",No,No sé,Buena,,Profesor,Logistica,Entre los primeros de la clase,Muy buen estudiante,5,4,4,2,2,2,5,4,4,2,5,5,4,4,1,3,3,3,1,2,2
VIDEOJUEGOS 2D,JUNIOR,211000,11,Chica,Mis padres,No,No sé,Buena,,trabaja con ONG,trabaja con ONG,"Por el medio, pero más cerca de los primeros",Buen estudiante,5,4,5,1,2,4,4,5,5,4,5,5,5,5,3,4,4,5,1,1,4
VIDEOJUEGOS 2D,JUNIOR,225000,11,Chico,Mis padres,No,No sé,Buena,,Marketing,Coaching,Entre los primeros de la clase,Muy buen estudiante,4,3,5,2,3,3,3,4,3,3,5,3,3,3,2,3,5,5,2,1,5
VIDEOJUEGOS 2D,JUNIOR,402000,9,Chico,Mis padres,No,No sé,Buena,,informático,farmaceutica,"Por el medio, pero más cerca de los primeros",Buen estudiante,3,3,5,1,5,2,1,5,3,5,5,3,1,3,1,1,5,5,3,5,5
VIDEOJUEGOS 2D,JUNIOR,512000,10,Chico,"Yo, Mis padres",No,No sé,Me da igual,,En un banco,Abocada,"Por el medio, pero más cerca de los primeros",Dentro de la media,2,4,4,2,3,4,4,1,3,1,5,4,5,5,1,3,2,5,1,1,5
VIDEOJUEGOS 2D,JUNIOR,608000,11,Chica,Yo,No,Sí,Muy buena,,empresa de gas natural,en un banco,Entre los primeros de la clase,Buen estudiante,5,4,5,1,2,4,4,5,5,2,5,4,5,5,1,4,4,5,1,1,3
VIDEOJUEGOS 2D,JUNIOR,712000,11,Chico,"Yo, Mis padres, Mis amigos, Otros",No,No sé,Buena,,JBT,BME (Bolsas y Mercados Españoles),"Por el medio, pero más cerca de los últimos",Buen estudiante,5,5,5,2,1,4,4,3,5,3,5,5,5,5,3,3,3,4,1,3,4
VIDEOJUEGOS 2D,JUNIOR,796502,11,Chico,Yo,2019,No sé,Me da igual,,En un banco,En un banco,"Por el medio, pero más cerca de los primeros",Dentro de la media,3,3,3,2,3,4,3,4,3,3,4,4,3,3,4,3,4,2,2,3,3
VIDEOJUEGOS 2D,JUNIOR,802000,11,Chico,"Yo, Mis padres",No,Sí,Muy buena,,ingeniero de industrial creo.,NO TRABAJA,Entre los primeros de la clase,Muy buen estudiante,5,4,5,1,5,3,4,5,5,3,5,5,4,5,1,1,5,5,1,1,5
VIDEOJUEGOS 2D,JUNIOR,912000,11,Chico,Mis padres,No,No sé,Buena,,abogados,abogado,"Por el medio, pero más cerca de los primeros",Buen estudiante,5,4,5,1,3,4,4,5,5,1,5,5,4,5,1,3,5,5,1,1,5
VIDEOJUEGOS 2D,JUNIOR,912000,12,Chico,"Yo, Mis padres, Mis amigos",No,No sé,Buena,,csn c=no me acuerdo s=seguridad n=nuclear,csn c=no me acuerdo s=seguridad n=nuclear,"Por el medio, pero más cerca de los primeros",Buen estudiante,5,5,5,1,3,2,3,4,5,3,5,5,3,5,3,3,5,5,1,2,5
VIDEOJUEGOS 2D,JUNIOR,1102000,10,Chico,Yo,No,No sé,Buena,,ingenieria,medicina,"Por el medio, pero más cerca de los primeros",Buen estudiante,2,2,2,1,1,1,2,1,2,1,4,2,1,2,3,1,3,2,3,2,2
VIDEOJUEGOS 2D,JUNIOR,1104250,13,Chico,Yo,No,Sí,Buena,,abogado,directora de eventos,"Por el medio, pero más cerca de los primeros",Muy buen estudiante,5,4,4,1,1,3,5,4,4,3,5,5,5,5,2,3,3,4,1,1,3
VIDEOJUEGOS 2D,JUNIOR,1107000,10,Chico,"Yo, Mis padres",No,Sí,Muy buena,,Mi padre es profesor,MI madre es profesora,"Por el medio, pero más cerca de los últimos",Muy buen estudiante,4,5,5,3,3,5,3,3,4,1,5,5,3,5,5,3,1,4,1,5,5
VIDEOJUEGOS 2D,JUNIOR,1112000,12,Chico,"Yo, Mis padres",No,No sé,Buena,,es autónomo,as auxiliar de farmacéutica,"Por el medio, pero más cerca de los últimos",Buen estudiante,4,4,4,2,4,3,4,5,4,3,4,4,4,4,2,4,4,4,1,2,4
VIDEOJUEGOS 2D,JUNIOR,1312000,10,Chico,Mis padres,No,No,Buena,,Profesor de matemáticas,Es economomista,Entre los primeros de la clase,Muy buen estudiante,3,1,4,2,5,1,1,3,4,5,4,2,1,3,3,1,3,4,3,1,3
VIDEOJUEGOS 2D,JUNIOR,1402000,13,Chico,Mis padres,No,No sé,Me da igual,,ingeniera,ingeniera,"Por el medio, pero más cerca de los primeros",Dentro de la media,4,4,5,1,3,4,4,3,5,2,4,4,4,4,1,4,4,5,1,3,4
VIDEOJUEGOS 2D,JUNIOR,1504000,12,Chico,"Yo, Mis padres",No,No sé,Buena,,en un banco,abogada,"Por el medio, pero más cerca de los primeros",Dentro de la media,4,3,4,2,3,2,2,2,4,4,5,3,2,3,4,1,4,3,2,3,4
VIDEOJUEGOS 2D,JUNIOR,1506349,13,Chico,Mis padres,No,No sé,Buena,,arquitecto,arquitecta y en una inmobiliaria,Entre los primeros de la clase,Buen estudiante,2,2,5,1,3,2,3,2,3,4,5,4,3,2,5,3,5,5,3,5,5
VIDEOJUEGOS 2D,JUNIOR,1507428,12,Chico,Yo,No,Sí,Buena,,En Elecnor,En Repsol,"Por el medio, pero más cerca de los primeros",Buen estudiante,5,5,5,1,2,4,3,4,5,1,5,4,4,5,3,4,5,5,1,2,5
VIDEOJUEGOS 2D,JUNIOR,1611000,10,Chico,Yo,No,No,Muy buena,,loreal,comillas icade profesora,"Por el medio, pero más cerca de los últimos",Buen estudiante,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
VIDEOJUEGOS 2D,JUNIOR,1711000,10,Chico,Mis padres,No,Sí,Me da igual,,ingeniero,profesora,"Por el medio, pero más cerca de los primeros",Buen estudiante,4,4,5,2,1,5,4,3,5,2,4,5,5,4,3,5,3,3,1,4,3
VIDEOJUEGOS 2D,JUNIOR,1801000,13,Chica,Yo,"2018, 2019",No sé,Buena,,Profesor educación física,Profesora de Inglés,Entre los primeros de la clase,Muy buen estudiante,4,4,5,3,2,4,4,4,4,2,5,4,4,5,2,3,3,4,1,3,4
VIDEOJUEGOS 2D,JUNIOR,1805000,10,Chico,"Yo, Mis padres",No,Sí,Buena,,informatica de ordenadores,no lo se,Entre los primeros de la clase,Buen estudiante,4,3,4,1,2,3,3,3,3,3,4,3,3,2,4,3,3,4,2,2,3
VIDEOJUEGOS 2D,JUNIOR,1806000,10,Chica,Yo,No,No sé,Muy buena,,Esker,oftalmólogo (medico de los ojos),Entre los primeros de la clase,Muy buen estudiante,5,5,4,1,5,5,5,4,5,1,5,4,5,5,1,4,5,5,1,1,4
VIDEOJUEGOS 2D,JUNIOR,1911000,12,Chica,Mis padres,No,No,Me da igual,,informatico,abogada,"Por el medio, pero más cerca de los primeros",Buen estudiante,2,1,3,3,5,2,1,3,3,4,3,2,1,3,4,1,3,3,4,3,3
VIDEOJUEGOS 2D,JUNIOR,2005000,11,Chico,Yo,No,No sé,Muy buena,,Es juez,Es profesora de derecho en comillas,"Por el medio, pero más cerca de los primeros",Buen estudiante,4,4,5,1,3,2,3,3,4,1,4,3,3,5,3,3,3,4,1,3,4
VIDEOJUEGOS 2D,JUNIOR,2010000,11,Chico,Mis padres,No,No sé,Me da igual,,No se,Profesora de Alemán,Entre los primeros de la clase,Buen estudiante,3,2,1,4,5,4,2,1,3,5,4,2,2,1,4,2,3,5,4,4,4
VIDEOJUEGOS 2D,JUNIOR,2206000,11,Chico,Yo,2019,No sé,Buena,,Arquitecto,No sé cómo explicarlo,"Por el medio, pero más cerca de los primeros",Buen estudiante,4,3,4,4,2,3,4,4,5,2,4,5,3,4,5,3,4,5,1,4,5
VIDEOJUEGOS 2D,JUNIOR,2152009000,12,Chico,"Yo, Mis padres",No,Sí,Muy buena,,Ingeniería,Ingeniería,Entre los primeros de la clase,Buen estudiante,5,5,5,1,1,3,5,5,4,1,5,5,5,4,2,5,4,4,1,1,3
VIDEOJUEGOS 3D,SENIOR,308894,16,Chico,"Yo, Mis padres","2016, 2017, 2018",Sí,Buena,,Fontanería,En nada,Entre los primeros de la clase,Dentro de la media,5,5,5,2,2,4,5,4,5,2,4,5,5,5,2,5,5,5,1,2,5
VIDEOJUEGOS 3D,SENIOR,310605,13,Chico,Yo,No,Sí,Muy buena,,Juez,Juez,Entre los primeros de la clase,Muy buen estudiante,5,5,5,1,1,5,5,4,5,1,5,5,5,5,2,5,5,5,1,2,4
VIDEOJUEGOS 3D,SENIOR,411655,14,Chico,"Yo, Mis padres",No,No sé,Buena,,Informático,Medico,Entre los primeros de la clase,Buen estudiante,2,3,5,3,3,2,3,3,3,3,5,3,3,3,4,3,3,3,3,4,3
VIDEOJUEGOS 3D,SENIOR,603000,12,Chica,Mis padres,No,No sé,Muy buena,,Es notario.,Es fiscal.,Entre los primeros de la clase,Muy buen estudiante,4,4,4,1,3,2,3,3,4,3,5,3,3,2,4,2,2,5,1,4,5
VIDEOJUEGOS 3D,SENIOR,702837,15,Chica,Yo,2020 (online),No sé,Muy buena,,Ingeniero,profesora de ingeniera,Entre los primeros de la clase,Buen estudiante,5,4,5,2,4,4,4,2,4,4,5,4,4,4,3,4,5,5,2,2,5
VIDEOJUEGOS 3D,SENIOR,802836,15,Chica,Yo,"2016, 2017, 2018, 2019",Sí,Buena,,Comercial financiero,Analista de riesgos/administrativo bancario,Entre los primeros de la clase,Muy buen estudiante,5,5,5,2,2,4,5,4,5,1,5,5,5,4,4,5,3,5,1,2,5
VIDEOJUEGOS 3D,SENIOR,809000,14,Chica,Yo,No,Sí,Buena,,Informática y ciberseguridad.,Arquitectura.,Entre los primeros de la clase,Muy buen estudiante,5,5,5,1,1,5,5,5,5,1,5,5,5,5,1,5,4,4,1,1,5
VIDEOJUEGOS 3D,SENIOR,1012000,13,Chico,"Yo, Mis padres","2017, 2018, 2019",No sé,Buena,,Recursos Humanos en una compañía de farmacéuticas,Es enfermera,Entre los primeros de la clase,Muy buen estudiante,4,4,5,1,2,3,3,4,4,2,5,4,3,4,3,3,4,5,2,2,5
VIDEOJUEGOS 3D,SENIOR,1211000,15,Chico,"Yo, Mis padres",No,Sí,Buena,,Farmacéutico,Farmacéutica,"Por el medio, pero más cerca de los primeros",Muy buen estudiante,5,5,5,1,1,3,5,4,4,1,4,5,4,4,5,4,5,4,2,1,5
VIDEOJUEGOS 3D,SENIOR,1211000,15,Chico,"Yo, Mis padres",No,Sí,Buena,,Farmacéutico,Farmacéutica,"Por el medio, pero más cerca de los primeros",Muy buen estudiante,5,5,5,1,1,3,5,4,4,1,4,5,4,4,5,4,5,4,2,1,5
VIDEOJUEGOS 3D,SENIOR,1307385,14,Chico,Yo,2019,Sí,Buena,,banco,abogado,"Por el medio, pero más cerca de los primeros",Muy buen estudiante,5,5,5,1,1,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
VIDEOJUEGOS 3D,SENIOR,2101024,15,Chica,Yo,"2017, 2018, 2019",Sí,Buena,,Funcionario,Trabaja en la sección cultural y comunicacion,Entre los primeros de la clase,Muy buen estudiante,5,4,5,1,2,4,4,5,5,1,4,5,4,5,3,4,4,4,1,2,4
VIDEOJUEGOS 3D,SENIOR,2703000,13,Chico,Yo,No,No sé,Muy buena,,empresario,medico,"Por el medio, pero más cerca de los primeros",Buen estudiante,4,3,4,2,3,3,4,3,4,4,4,4,3,4,2,4,4,3,1,2,4
VIDEOJUEGOS 3D,SENIOR,2908377,13,Chico,Mis padres,2019,Sí,Muy buena,,ELectricidad y gas,No ce,"Por el medio, pero más cerca de los primeros",Muy buen estudiante,4,3,4,4,3,3,2,2,4,5,4,3,2,3,4,1,4,4,3,2,4
VIDEOJUEGOS 3D,SENIOR,2912000,12,Chico,Yo,2018,Sí,Muy buena,,En una enpresa de servicios como gefe de las finazas,Oftalmologa,Entre los primeros de la clase,Muy buen estudiante,5,4,5,1,4,4,5,5,4,1,4,5,4,5,4,4,3,5,1,3,5
VIDEOJUEGOS 3D,SENIOR,3008623,15,Chica,Yo,2017,Sí,Muy buena,,Trabajador de empresa,Profesora de Lengua,Entre los primeros de la clase,Buen estudiante,5,5,5,1,1,5,5,4,4,5,5,3,5,4,5,5,4,5,1,4,5
